"name","statistic","dm","p.value"
"sdhD_b0722_st",-3.26812024390406,-0.850868041679938,0.0170743409208351
"serA_b2913_st",-14.9274224330105,-2.77632786182079,5.68975821583471e-06
"serC_b0907_st",-2.76058232090259,-0.705390053889781,0.0328287224779758
"sodA_b3908_st",-9.45749713066902,-1.50489383141497,7.95367876406849e-05
"speA_b2938_st",-2.64959832636554,-0.446999589745991,0.0380490341024944
"spr_b2175_st",-3.42912434035502,-0.587048921285501,0.0139861985453845
"stpA_b2669_st",-6.57471213202135,-1.78903257454305,0.000593776195291109
"sucB_b0727_st",-2.59273882619069,-0.5399213583784,0.0410605989367196
"sucC_b0728_st",-2.71986968955939,-0.568125015587867,0.034648772660092
"sulA_b0958_st",3.99478685881207,0.566480139727185,0.00716139271855428
"SYNPBR322_bla_c_st",-2.83574260943237,-0.418177671164448,0.0297326634703157
"SYNPBR322_tet_w_st",-3.39435609756002,-0.230872071480427,0.0145970534611403
"tdh_b3616_st",4.64453507688062,1.61224268955069,0.00352374869711631
"tmk_b1098_st",-3.23454460965815,-0.144419614826827,0.0178084907192965
"trmA_b3965_st",-2.89831570656956,-0.39120323462299,0.0273946014736257
"umuC_b1184_st",3.21970971614565,0.381230624512474,0.0181438146649421
"umuD_b1183_st",2.98325853348931,0.302348801304486,0.0245330410244724
"valS_b4258_st",-2.85355915349868,-0.231703426380435,0.0290457816948774
"wbbJ_b2033_st",-2.76816218664733,-0.360793183131237,0.032501326794189
"wcaK_b2045_st",-2.91322715574158,-0.202382473749551,0.0268672151974841
"wza_b2062_st",-3.98608646365735,-0.205084005414687,0.0072328104311519
"xseA_b2509_st",-4.042562774259,-0.299515124382623,0.00678299724887499
"yabC_b0082_st",3.41567663437835,0.285525020631743,0.0142190624694912
"yafK_b0224_st",3.32575996967432,0.3625449016156,0.0158901803263461
"yagB_b0266_st",2.64622370247548,0.368614286600124,0.0382210398278309
"yahG_b0321_st",3.95724915158004,0.270106551289512,0.00747527182919749
"ybaS_b0485_st",2.58866536892115,0.150355517297166,0.0412858680343545
"ybcU_b0557_st",-2.71196489196335,-0.935748404730205,0.0350145212999213
"ybdB_b0597_st",-2.78046720608042,-0.209079902441738,0.0319772756621139
"ybfA_b0699_st",7.45384181047955,0.910996224326057,0.000300582127903307
"ybiU_b0821_st",2.54698634018971,0.28032093606771,0.0436676236227129
"yccA_b0970_st",3.28058672524013,0.731144694634427,0.0168102514133985
"yceB_b1063_st",2.96960285053745,0.484777522356877,0.0249703592345519
"ycgZ_b1164_st",2.80411033515564,0.137110329257405,0.0309956447659897
"ycjJ_b1296_st",2.47041588716513,0.241671927308553,0.0484303943729961
"ydeI_b1536_st",-2.70500877350194,-0.188168743208882,0.0353397924515092
"ydgR_b1634_st",5.05354044925573,2.34757042167145,0.00232547754054427
"ydiC_b1684_st",-3.07670295977908,-0.127103261122272,0.021754591925533
"yecI_b1902_st",2.49411656195433,0.453508811614107,0.0469001409581191
"yecP_b1871_st",-3.14415960651477,-0.41977156370926,0.0199621631878216
"yeeF_b2014_st",-5.04963936541348,-0.879444390473536,0.00233446544355396
"yefJ_b2031_st",-3.55800531048847,-0.514104110090436,0.0119559066312989
"yegD_b2069_st",-3.06048541921938,-0.207501341393113,0.0222111774381007
"yeiR_b2173_st",-2.79872963498762,-0.363267811488914,0.0312161633859686
"yfbT_b2293_st",2.65974371125595,0.494574252298799,0.0375368717191694
"yfdO_b2358_st",-2.62221376780096,-0.330442905905965,0.039469004737173
"yfeC_b2398_st",-3.56132154681355,-0.366737267256642,0.0119081539497199
"yfiA_b2597_st",3.02018455033884,1.20579579312734,0.0233915511124583
"ygfE_b2910_st",2.9270019278292,0.768032756136098,0.0263897699883285
"ygjU_b3089_st",3.21410932958052,0.849941185189511,0.0182721956901448
"yhaR_b3113_st",-2.54796517959059,-0.212363942412376,0.0436100474672384
"yhdG_b3260_st",-6.0155690698852,-0.4748933623915,0.000951504400996691
"yhgF_b3407_st",-3.01497120450093,-0.197374713139343,0.0235491568056327
"yhjE_b3523_st",-3.83299529004168,-1.19219736256065,0.0086289993599176
"yibP_b3613_st",-3.67006518014622,-0.289076760130177,0.0104534346661051
"yidC_b3705_st",-2.49637756972417,-0.519648585916245,0.0467568463558143
"yigF_b3817_st",-2.7193422170622,-0.189583027848951,0.0346730506517879
"yiiT_b3923_st",2.55142729365282,0.477614546936904,0.0434070474057857
"yijP_b3955_st",-2.54834049652615,-0.407357054104713,0.0435879923426483
"yjbA_b4030_st",3.38082637879923,0.670371328306869,0.0148426503175055
"yjbQ_b4056_st",2.58678009199963,0.428773394847773,0.0413905710337414
"yjdB_b4114_st",-3.06622788848847,-0.38585640922712,0.0220483238777028
"yjgW_b4274_st",-2.72939236658099,-0.168965679256861,0.0342135872165626
"yjjK_b4391_st",-2.5807847241634,-0.384011069777799,0.0417254150972727
"yliJ_b0838_st",2.47825505101232,0.59809179594601,0.0479185063960348
"ynfM_b1596_st",2.80274169444654,0.399579662951219,0.0310515768836789
"yojL_b2214_st",-2.54082275621489,-0.103601119748289,0.0440320253184716
"ytfK_b4217_st",7.81549357554911,2.64137844388281,0.000231537137148067
