index,lat,lon,uwnd,vwnd
14750,-75.875,87.625,0.46694743633270264,-1.2146737575531006
14760,-75.875,90.125,0.158701092004776,-1.9349325895309448
14770,-75.875,92.625,-0.24720746278762817,-1.8952572345733643
14780,-75.875,95.125,-0.787401556968689,-0.9918818473815918
14790,-75.875,97.625,-0.500518798828125,0.665323793888092
14800,-75.875,100.125,-0.6561679840087891,1.1048038005828857
14810,-75.875,102.625,0.015259720385074615,1.7060366868972778
14820,-75.875,105.125,0.5859732627868652,2.997009038925171
14830,-75.875,107.625,0.48220717906951904,3.4425928592681885
14840,-75.875,110.125,0.16480498015880585,3.4822680950164795
14850,-75.875,112.625,0.17701275646686554,3.424281358718872
14860,-75.875,115.125,0.3540255129337311,3.161813974380493
14870,-75.875,117.625,0.8942196369171143,2.960385799407959
14880,-75.875,120.125,1.4527254104614258,2.813892364501953
14890,-75.875,122.625,1.925776720046997,2.465970754623413
14900,-75.875,125.125,2.6673991680145264,2.230971097946167
14910,-75.875,127.625,3.418177366256714,2.768113374710083
14920,-75.875,130.125,2.850515842437744,2.6399316787719727
14930,-75.875,132.625,2.8261001110076904,2.221815347671509
14940,-75.875,135.125,3.161813974380493,1.2421412467956543
14950,-75.875,137.625,2.8718793392181396,1.034609079360962
14960,-75.875,140.125,2.4018800258636475,1.4710370302200317
14970,-75.875,142.625,2.224867343902588,2.2492828369140625
14980,-75.875,145.125,2.3194775581359863,3.1038272380828857
14990,-75.875,147.625,2.154672622680664,3.763046979904175
15000,-75.875,150.125,2.3316853046417236,4.516877174377441
15010,-75.875,152.625,2.4354512691497803,5.166941165924072
15020,-75.875,155.125,2.3561007976531982,5.627784729003906
15030,-75.875,157.625,1.9288287162780762,5.020448207855225
15040,-75.875,160.125,2.008179187774658,2.569736957550049
15050,-75.875,162.625,0.7507782578468323,-1.055972695350647
15060,-75.875,165.125,1.2207776308059692,-3.1343464851379395
15070,-75.875,167.625,1.4557772874832153,-3.2869436740875244
15080,-75.875,170.125,0.03662332892417908,-1.4924006462097168
15090,-75.875,172.625,-0.3570774495601654,2.9512298107147217
15100,-75.875,175.125,0.9766221046447754,6.39077091217041
15110,-75.875,177.625,1.556491494178772,6.384666919708252
15120,-75.875,180.125,1.5839589834213257,5.762070655822754
15130,-75.875,182.625,-0.079350546002388,3.384605884552002
15140,-75.875,185.125,-2.2859060764312744,-0.35097357630729675
15150,-75.875,187.625,-3.6318135261535645,-2.264542579650879
15160,-75.875,190.125,-3.4731123447418213,-4.687786102294922
15170,-75.875,192.625,-2.1333088874816895,-6.344991683959961
15180,-75.875,195.125,-1.2451932430267334,-6.662394046783447
15190,-75.875,197.625,-0.6531160473823547,-6.238173484802246
15200,-75.875,200.125,0.19227248430252075,-5.353109836578369
15210,-75.875,202.625,1.8098028898239136,-2.6826589107513428
15220,-75.875,205.125,2.9115545749664307,-0.491362988948822
15230,-75.875,207.625,3.4059696197509766,0.21363608539104462
15240,-75.875,210.125,3.6409692764282227,1.4893486499786377
15250,-75.875,212.625,3.1251907348632812,2.2126593589782715
15260,-75.875,215.125,1.1322712898254395,1.6449978351593018
15270,-75.875,217.625,-0.19532442092895508,0.003051944077014923
15280,-75.875,220.125,0.2105841338634491,-1.7975950241088867
15290,-75.875,222.625,0.17701275646686554,-1.2390892505645752
15300,-75.875,225.125,0.07629860192537308,0.17396080493927002
15310,-75.875,227.625,-0.8850637674331665,0.7568821310997009
15320,-75.875,230.125,-2.917658567428589,1.995971441268921
15330,-75.875,232.625,-3.3540866374969482,1.361167073249817
15340,-75.875,235.125,-2.3988280296325684,2.997009038925171
15350,-75.875,237.625,-2.8566195964813232,4.449734687805176
15360,-75.875,240.125,-4.3276567459106445,3.238112688064575
15370,-75.875,242.625,-4.767136573791504,3.769150972366333
15380,-75.875,245.125,0.36318135261535645,4.504669666290283
15390,-75.875,247.625,-1.1811023950576782,2.1424646377563477
15400,-75.875,250.125,-2.197399616241455,6.6318745613098145
15410,-75.875,252.625,-4.062137603759766,5.932979106903076
15420,-75.875,255.125,-6.235121726989746,3.9034364223480225
15430,-75.875,257.625,-7.413172245025635,4.596227645874023
15440,-75.875,260.125,-7.30635404586792,3.222852945327759
15450,-75.875,262.625,-7.739730358123779,1.4893486499786377
15460,-75.875,265.125,-7.462003231048584,1.113959550857544
15470,-75.875,267.625,-7.236159324645996,1.4313617944717407
15480,-75.875,270.125,-7.30635404586792,2.075321912765503
15490,-75.875,272.625,-5.969602584838867,2.3316853046417236
15500,-75.875,275.125,-3.7142159938812256,2.7101263999938965
15510,-75.875,277.625,-3.3754501342773438,2.4751267433166504
15520,-75.875,280.125,-2.990905284881592,3.613501787185669
15530,-75.875,282.625,-1.1414270401000977,6.799731254577637
15540,-75.875,285.125,-3.8637611865997314,4.91363000869751
15550,-75.875,287.625,-4.6328511238098145,-0.6866874098777771
15560,-75.875,290.125,-4.510773181915283,-0.6744796633720398
15570,-75.875,292.625,-3.0672037601470947,-0.45779162645339966
15580,-75.875,295.125,-4.2086310386657715,0.45779162645339966
15590,-75.875,297.625,-3.0855154991149902,-0.00915583223104477
15600,-75.875,300.125,-2.661295175552368,0.23194774985313416
15610,-75.875,302.625,-1.6602575778961182,1.6755173206329346
15620,-75.875,305.125,-1.0590245723724365,2.0173349380493164
15630,-75.875,307.625,-0.21668803691864014,0.09766221046447754
15640,-75.875,310.125,-0.12512969970703125,0.2777269184589386
15650,-75.875,312.625,0.05798693746328354,-0.49441492557525635
15660,-75.875,315.125,0.3570774495601654,-1.248245120048523
15670,-75.875,317.625,0.613440752029419,-0.9949337840080261
15680,-75.875,320.125,0.6317524313926697,-0.7935054302215576
15690,-75.875,322.625,1.330647587776184,-0.5951290726661682
15700,-75.875,325.125,1.1749985218048096,-0.3998046815395355
15710,-75.875,327.625,0.7568821310997009,0.1861685812473297
15720,-75.875,330.125,-1.1933101415634155,0.2777269184589386
15730,-75.875,332.625,-0.6287004947662354,0.5524019002914429
15740,-75.875,335.125,-3.9003844261169434,0.6164926886558533
15750,-75.875,337.625,-3.384605884552002,1.5320758819580078
15760,-75.875,340.125,-4.3703837394714355,0.952206552028656
15770,-75.875,342.625,-4.1720075607299805,-0.20142830908298492
15780,-75.875,345.125,-3.457852602005005,-1.2421412467956543
15790,-75.875,347.625,-2.9725935459136963,-1.8189586400985718
15800,-75.875,350.125,-1.9532442092895508,-3.4853200912475586
15810,-75.875,352.625,-1.495452642440796,-3.689800500869751
15820,-75.875,355.125,-1.135323166847229,-4.141488075256348
15830,-75.875,357.625,-1.7365561723709106,-4.449734687805176
28800,-73.375,0.125,-7.181224346160889,2.7131783962249756
28810,-73.375,2.625,-6.808887004852295,1.6297380924224854
28820,-73.375,5.125,-7.062198638916016,0.9461026787757874
28830,-73.375,7.625,-6.802783489227295,2.008179187774658
28840,-73.375,10.125,-6.937068939208984,2.7803211212158203
28850,-73.375,12.625,-7.223951816558838,3.1343464851379395
28860,-73.375,15.125,-7.141549110412598,2.9329183101654053
28870,-73.375,17.625,-7.8251848220825195,2.1027894020080566
28880,-73.375,20.125,-7.889275550842285,1.9562962055206299
28890,-73.375,22.625,-8.459988594055176,1.2543489933013916
28900,-73.375,25.125,-8.878105163574219,0.9979857206344604
28910,-73.375,27.625,-7.141549110412598,2.8291521072387695
28920,-73.375,30.125,-6.7875237464904785,2.7131783962249756
28930,-73.375,32.625,-7.339925289154053,1.3214918375015259
28940,-73.375,35.125,-7.413172245025635,0.6103888154029846
28950,-73.375,37.625,-7.08661413192749,0.05188304930925369
28960,-73.375,40.125,-6.198498249053955,0.6012330055236816
28970,-73.375,42.625,-5.2859673500061035,1.0254532098770142
28980,-73.375,45.125,-4.513825416564941,1.2940242290496826
28990,-73.375,47.625,-3.506683826446533,2.035646677017212
29000,-73.375,50.125,-1.6846730709075928,3.186229705810547
29010,-73.375,52.625,-0.32350605726242065,3.622657537460327
29020,-73.375,55.125,0.8972715735435486,3.192333459854126
29030,-73.375,57.625,0.7446743249893188,3.0519440174102783
29040,-73.375,60.125,1.290972352027893,3.463956594467163
29050,-73.375,62.625,1.6144784688949585,4.205578804016113
29060,-73.375,65.125,0.8881157040596008,4.809864044189453
29070,-73.375,67.625,-2.8993468284606934,2.340841054916382
29080,-73.375,70.125,-4.541292667388916,0.9186351895332336
29090,-73.375,72.625,-4.938045501708984,0.5340902209281921
29100,-73.375,75.125,-4.483305931091309,-1.8494781255722046
29110,-73.375,77.625,-3.351034641265869,-1.8769456148147583
29120,-73.375,80.125,-2.5605809688568115,-1.2848684787750244
29130,-73.375,82.625,-2.234023094177246,-0.8972715735435486
29140,-73.375,85.125,-1.1048038005828857,-0.25636330246925354
29150,-73.375,87.625,-0.930842936038971,-0.8270768523216248
29160,-73.375,90.125,-0.44253188371658325,-0.47915521264076233
29170,-73.375,92.625,0.2502593994140625,0.7324665784835815
29180,-73.375,95.125,-0.2227919101715088,1.3153878450393677
29190,-73.375,97.625,-0.6866874098777771,1.0285052061080933
29200,-73.375,100.125,-1.0925959348678589,1.3459073305130005
29210,-73.375,102.625,-1.4099981784820557,2.490386486053467
29220,-73.375,105.125,-1.0193493366241455,3.7111639976501465
29230,-73.375,107.625,-0.7599340677261353,3.6440212726593018
29240,-73.375,110.125,-0.29909050464630127,2.929866313934326
29250,-73.375,112.625,-0.20753219723701477,1.904413104057312
29260,-73.375,115.125,-0.09461026638746262,1.269608736038208
29270,-73.375,117.625,0.10376609861850739,1.3581150770187378
29280,-73.375,120.125,0.35097357630729675,1.516816258430481
29290,-73.375,122.625,0.7263627052307129,1.3672709465026855
29300,-73.375,125.125,1.0254532098770142,1.7670756578445435
29310,-73.375,127.625,1.2848684787750244,2.3255813121795654
29320,-73.375,130.125,1.6938289403915405,2.5148019790649414
29330,-73.375,132.625,1.7457120418548584,2.3347373008728027
29340,-73.375,135.125,1.7396081686019897,2.8932430744171143
29350,-73.375,137.625,1.1261674165725708,2.990905284881592
29360,-73.375,140.125,1.1902581453323364,2.990905284881592
29370,-73.375,142.625,1.208569884300232,3.6348652839660645
29380,-73.375,145.125,0.799609363079071,3.4395408630371094
29390,-73.375,147.625,0.8423365354537964,3.070255756378174
29400,-73.375,150.125,1.425257921218872,2.700970411300659
29410,-73.375,152.625,2.530061721801758,1.8036988973617554
29420,-73.375,155.125,3.531099319458008,0.7660379409790039
29430,-73.375,157.625,4.0010986328125,-0.5218824148178101
29440,-73.375,160.125,3.65317702293396,0.3570774495601654
29450,-73.375,162.625,0.7751938104629517,-0.027467496693134308
29460,-73.375,165.125,-0.2105841338634491,-0.41811633110046387
29470,-73.375,167.625,-0.5096746683120728,-1.6083744764328003
29480,-73.375,170.125,0.09155832231044769,-2.301165819168091
29490,-73.375,172.625,2.969541549682617,-2.0600621700286865
29500,-73.375,175.125,4.660318374633789,1.8128547668457031
29510,-73.375,177.625,5.026551723480225,3.763046979904175
29520,-73.375,180.125,6.311420440673828,5.020448207855225
29530,-73.375,182.625,7.349081516265869,3.7966184616088867
29540,-73.375,185.125,8.402002334594727,0.5218824148178101
29550,-73.375,187.625,9.56784439086914,-3.772202968597412
29560,-73.375,190.125,7.877067565917969,-6.976744174957275
29570,-73.375,192.625,6.537264347076416,-7.642067909240723
29580,-73.375,195.125,6.018433570861816,-7.123237609863281
29590,-73.375,197.625,5.707135200500488,-6.021485805511475
29600,-73.375,200.125,4.873954772949219,-4.3673319816589355
29610,-73.375,202.625,3.799670457839966,-3.534151315689087
29620,-73.375,205.125,4.541292667388916,-1.2451932430267334
29630,-73.375,207.625,4.822071552276611,0.5829213261604309
29640,-73.375,210.125,4.91363000869751,1.4527254104614258
29650,-73.375,212.625,4.794604301452637,2.493438243865967
29660,-73.375,215.125,4.544344902038574,4.544344902038574
29670,-73.375,217.625,3.613501787185669,5.6705121994018555
29680,-73.375,220.125,3.2014894485473633,5.514863014221191
29690,-73.375,222.625,0.8606482148170471,2.3957760334014893
29700,-73.375,225.125,0.054934993386268616,0.31129831075668335
29710,-73.375,227.625,1.422205924987793,0.8331807255744934
29720,-73.375,230.125,1.2635048627853394,2.60941219329834
29730,-73.375,232.625,-0.769089937210083,1.3489593267440796
29740,-73.375,235.125,-1.4924006462097168,0.6225966215133667
29750,-73.375,237.625,-2.1302568912506104,0.09461026638746262
29760,-73.375,240.125,-1.2390892505645752,1.6053225994110107
29770,-73.375,242.625,-2.9817492961883545,1.733504295349121
29780,-73.375,245.125,-3.2899956703186035,2.661295175552368
29790,-73.375,247.625,-3.112982988357544,5.206616401672363
29800,-73.375,250.125,-3.030580520629883,6.155771255493164
29810,-73.375,252.625,-1.5931148529052734,4.925837516784668
29820,-73.375,255.125,-1.4405176639556885,3.8729169368743896
29830,-73.375,257.625,-0.6164926886558533,2.1424646377563477
29840,-73.375,260.125,-2.533113479614258,0.3418177366256714
29850,-73.375,262.625,-4.800707817077637,1.4740890264511108
29860,-73.375,265.125,-6.241225719451904,1.8586339950561523
29870,-73.375,267.625,-7.053042888641357,3.0214245319366455
29880,-73.375,270.125,-8.298235893249512,3.772202968597412
29890,-73.375,272.625,-9.43355941772461,6.08557653427124
29900,-73.375,275.125,-7.8282365798950195,7.61154842376709
29910,-73.375,277.625,-7.596288681030273,5.038759708404541
29920,-73.375,280.125,-7.968626022338867,4.074345111846924
29930,-73.375,282.625,-3.036684274673462,3.0916192531585693
29940,-73.375,285.125,-3.924800157546997,1.1200634241104126
29950,-73.375,287.625,-5.514863014221191,-0.5585057735443115
29960,-73.375,290.125,-5.981810569763184,-2.3957760334014893
29970,-73.375,292.625,-5.841421127319336,-2.6704511642456055
29980,-73.375,295.125,-3.9370079040527344,-2.725386142730713
29990,-73.375,297.625,-1.309283971786499,-0.5859732627868652
30000,-73.375,300.125,-0.7416223883628845,0.2655191421508789
30010,-73.375,302.625,-2.2462308406829834,-0.5951290726661682
30020,-73.375,305.125,-2.1302568912506104,-0.6622718572616577
30030,-73.375,307.625,-2.230971097946167,-1.574803113937378
30040,-73.375,310.125,-1.6266862154006958,-1.8464261293411255
30050,-73.375,312.625,-1.3520112037658691,-3.1251907348632812
30060,-73.375,315.125,0.08545443415641785,-3.845449447631836
30070,-73.375,317.625,1.1200634241104126,-3.7569432258605957
30080,-73.375,320.125,1.944088339805603,-3.531099319458008
30090,-73.375,322.625,2.1424646377563477,-2.8657755851745605
30100,-73.375,325.125,2.688762664794922,-1.9593480825424194
30110,-73.375,327.625,2.9725935459136963,-0.3967527151107788
30120,-73.375,330.125,3.0183727741241455,0.5768174529075623
30130,-73.375,332.625,3.155710220336914,1.6144784688949585
30140,-73.375,335.125,2.691814661026001,2.7131783962249756
30150,-73.375,337.625,0.06714276969432831,2.572788953781128
30160,-73.375,340.125,-1.3184398412704468,1.8372703790664673
30170,-73.375,342.625,0.3051944077014923,2.923762321472168
30180,-73.375,345.125,-1.9990233182907104,1.287920355796814
30190,-73.375,347.625,-4.297137260437012,-0.21363608539104462
30200,-73.375,350.125,-5.8658366203308105,-2.188243865966797
30210,-73.375,352.625,-7.336873531341553,-1.1200634241104126
30220,-73.375,355.125,-5.762070655822754,1.5259720087051392
30230,-73.375,357.625,-5.8322649002075195,3.534151315689087
43200,-70.875,0.125,2.8322041034698486,2.8688273429870605
43210,-70.875,2.625,-4.761032581329346,1.6358420848846436
43220,-70.875,5.125,-3.189281463623047,4.275773525238037
43230,-70.875,7.625,-4.068241596221924,4.141488075256348
43240,-70.875,10.125,-5.316486358642578,4.2879815101623535
43250,-70.875,12.625,-6.244277477264404,4.156747817993164
43260,-70.875,15.125,-7.483366966247559,4.297137260437012
43270,-70.875,17.625,-7.989989757537842,4.91668176651001
43280,-70.875,20.125,-7.2147955894470215,5.3286943435668945
43290,-70.875,22.625,-8.316547393798828,4.449734687805176
43300,-70.875,25.125,-7.599340915679932,3.811878204345703
43310,-70.875,27.625,-9.515961647033691,2.771165132522583
43320,-70.875,30.125,-9.750961303710938,1.403894305229187
43330,-70.875,32.625,-9.586155891418457,0.9583104252815247
43340,-70.875,35.125,-10.849660873413086,-0.3051944077014923
43350,-70.875,37.625,-8.652261734008789,1.3001282215118408
43360,-70.875,40.125,-9.61667537689209,0.665323793888092
43370,-70.875,42.625,-9.134469032287598,-0.6958432197570801
43380,-70.875,45.125,-8.618690490722656,-1.0498688220977783
43390,-70.875,47.625,-7.196484088897705,-0.13428553938865662
43400,-70.875,50.125,-6.650186061859131,1.6938289403915405
43410,-70.875,52.625,-5.22187614440918,1.922724723815918
43420,-70.875,55.125,-4.2879815101623535,3.1251907348632812
43430,-70.875,57.625,-1.4283097982406616,4.39479923248291
43440,-70.875,60.125,0.012207776308059692,4.6297993659973145
43450,-70.875,62.625,1.6083744764328003,4.642006874084473
43460,-70.875,65.125,3.2503204345703125,4.513825416564941
43470,-70.875,67.625,5.166941165924072,3.009216785430908
43480,-70.875,70.125,1.7365561723709106,3.421229362487793
43490,-70.875,72.625,-5.6308369636535645,-1.1780503988265991
43500,-70.875,75.125,-6.921809196472168,-0.8637001514434814
43510,-70.875,77.625,-6.348043441772461,-1.1322712898254395
43520,-70.875,80.125,-5.78038215637207,-1.1811023950576782
